"user_id";"signup_date";"onboarding_date";"activation_date";"trial_start_date";"conversion_date";"country";"device";"age_clean";"acquisition_channel";"signed_up";"completed_onboarding";"activated_core_feature";"started_trial";"converted_to_paid";"active_after_30_days";"plan_type";"subscription_revenue";"marketing_spend_cleaned"
101851;"2025-05-06";"2025-05-06";"2025-05-06";"2025-05-06";"2025-05-13";"United States";"Mobile";41;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;0.0
101852;"2024-10-30";"";"";"";"";"United States";"Desktop";0;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;16.65
101853;"2025-05-06";"2025-05-09";"2025-05-11";"";"";"Unknown";"Desktop";37;"Direct";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101854;"2025-09-21";"2025-09-24";"2025-09-28";"";"";"United States";"Mobile";25;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;15.49
101855;"2025-03-24";"2025-03-26";"";"";"";"United Kingdom";"Desktop";37;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;2.64
101856;"2024-10-06";"2024-10-08";"";"";"";"India";"Desktop";33;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101857;"2024-09-11";"";"";"";"";"United States";"Mobile";31;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101858;"2025-07-27";"";"";"";"";"Australia";"Mobile";35;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101859;"2025-05-20";"";"";"";"";"United States";"Mobile";27;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101860;"";"";"";"";"";"United States";"Desktop";36;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101861;"";"";"";"";"";"Germany";"Desktop";21;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101862;"2025-08-25";"";"";"";"";"Unknown";"Mobile";30;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101863;"2025-06-23";"2025-06-23";"";"";"";"United States";"Mobile";29;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;5.34
101864;"2024-09-22";"";"";"";"";"Germany";"Desktop";19;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101865;"2024-08-17";"";"";"";"";"Canada";"Tablet";41;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101866;"2025-06-27";"2025-06-29";"2025-07-01";"";"";"United Kingdom";"Mobile";26;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101867;"2025-01-28";"";"";"";"";"United States";"Tablet";56;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;13.09
101868;"2024-11-13";"2024-11-17";"2024-11-18";"2024-11-20";"";"United States";"Desktop";43;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101869;"2025-02-11";"2025-02-13";"";"";"";"United Kingdom";"Desktop";29;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101870;"2025-04-13";"2025-04-17";"2025-04-18";"";"";"Unknown";"Desktop";39;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101871;"2024-05-01";"2024-05-03";"";"";"";"United States";"Mobile";38;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101872;"";"";"";"";"";"United Kingdom";"Mobile";36;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;23.97
101873;"2025-08-09";"2025-08-13";"2025-08-15";"2025-08-19";"";"Canada";"Desktop";33;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;5.84
101874;"2025-04-16";"2025-04-20";"2025-04-25";"2025-05-04";"";"United Kingdom";"Tablet";25;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;5.12
101875;"2024-10-05";"";"";"";"";"India";"Desktop";21;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;16.66
101876;"2025-01-22";"2025-01-25";"2025-01-26";"";"";"United Kingdom";"Mobile";38;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;18.26
101877;"2025-11-26";"2025-11-27";"2025-11-27";"";"";"Canada";"Desktop";25;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101878;"2025-01-13";"2025-01-13";"2025-01-17";"";"";"United States";"Desktop";28;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101879;"2025-04-30";"2025-04-30";"";"";"";"India";"Mobile";37;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101880;"";"";"";"";"";"United States";"Mobile";26;"Direct";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101881;"";"";"";"";"";"United States";"Desktop";42;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;1.38
101882;"2025-06-23";"2025-06-24";"2025-06-29";"";"";"Germany";"Mobile";16;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;5.68
101883;"2025-06-23";"2025-06-27";"";"";"";"India";"Desktop";23;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101884;"2025-08-20";"";"";"";"";"Unknown";"Desktop";36;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101885;"2025-01-30";"";"";"";"";"United Kingdom";"Desktop";26;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101886;"2024-06-20";"";"";"";"";"Australia";"Desktop";33;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;8.37
101887;"2025-02-22";"2025-02-22";"";"";"";"Canada";"Desktop";30;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101888;"2025-12-18";"";"";"";"";"Germany";"Desktop";22;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101889;"2025-12-08";"2025-08-14";"2025-08-14";"";"";"United States";"Mobile";45;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101890;"2024-09-22";"2024-09-22";"2024-09-22";"2024-10-01";"";"India";"Desktop";31;"Referral";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101891;"";"";"";"";"";"United States";"Desktop";32;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101892;"2024-05-16";"2024-05-20";"2024-05-24";"2024-06-02";"2024-06-07";"India";"Mobile";29;"Social Media";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Basic";29;0.0
101893;"2025-06-29";"2025-06-29";"";"";"";"Germany";"Mobile";39;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101894;"2025-02-20";"2025-02-24";"2025-02-25";"2025-03-02";"2025-03-15";"United States";"Desktop";30;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;7.11
101895;"2025-04-02";"2025-03-04";"";"";"";"Australia";"Mobile";21;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101896;"2024-06-06";"2024-06-08";"";"";"";"United States";"Tablet";36;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101897;"";"";"";"";"";"United Kingdom";"Tablet";39;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;11.4
101898;"";"";"";"";"";"United States";"Mobile";27;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101899;"";"";"";"";"";"United States";"Mobile";29;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101900;"";"";"";"";"";"United States";"Desktop";36;"Direct";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101901;"2024-10-01";"2024-10-02";"2024-10-04";"2024-10-07";"";"India";"Desktop";31;"Direct";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101902;"2024-05-22";"";"";"";"";"United States";"Mobile";37;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;6.32
101903;"";"";"";"";"";"United Kingdom";"Mobile";25;"Referral";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101904;"2025-01-04";"";"";"";"";"India";"Mobile";36;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101905;"2024-08-18";"";"";"";"";"Germany";"Desktop";16;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;4.6
101906;"2024-10-17";"2024-10-21";"2024-10-26";"2024-10-30";"2024-11-03";"Germany";"Mobile";34;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;0.0
101907;"";"";"";"";"";"United States";"Mobile";41;"Referral";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101908;"";"";"";"";"";"Canada";"Mobile";27;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;3.41
101909;"2024-01-14";"";"";"";"";"Germany";"Mobile";46;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;11.52
101910;"2024-10-16";"";"";"";"";"United Kingdom";"Mobile";35;"Direct";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101911;"2025-08-02";"2025-02-11";"2025-12-02";"";"";"United States";"Tablet";25;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;14.72
101912;"2024-08-21";"2024-08-22";"";"";"";"Canada";"Mobile";24;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101913;"2024-09-11";"";"";"";"";"United States";"Desktop";20;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101914;"";"";"";"";"";"Australia";"Desktop";17;"Direct";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101915;"2024-10-30";"";"";"";"";"Canada";"Desktop";35;"Referral";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101916;"2024-10-29";"";"";"";"";"Germany";"Desktop";32;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;7.37
101917;"";"";"";"";"";"United States";"Mobile";33;"Email Campaign";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101918;"2025-06-09";"2025-06-11";"";"";"";"Germany";"Mobile";37;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101919;"2025-09-30";"2025-10-04";"";"";"";"United States";"Desktop";45;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;6.81
101920;"2024-07-24";"2024-07-24";"2024-07-24";"";"";"United States";"Desktop";53;"Email Campaign";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;3.19
101921;"2024-09-10";"2024-09-11";"2024-09-13";"";"";"United States";"Desktop";37;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101922;"2025-08-29";"2025-01-09";"";"";"";"Australia";"Mobile";30;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101923;"2025-03-23";"2025-03-23";"2025-03-28";"2025-04-06";"2025-04-20";"Unknown";"Desktop";22;"Direct";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;0.0
101924;"";"";"";"";"";"Germany";"Desktop";37;"Referral";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101925;"";"";"";"";"";"United States";"Mobile";32;"Direct";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101926;"2025-01-01";"2025-01-03";"";"";"";"United States";"Mobile";29;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101927;"2024-12-22";"2024-12-22";"2024-12-23";"2024-12-25";"2025-07-01";"United Kingdom";"Desktop";25;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Pro";79;5.5
101928;"2024-11-04";"2024-11-06";"2024-11-11";"2024-11-18";"";"Canada";"Desktop";25;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;17.0
101929;"2025-10-07";"2025-09-10";"2025-10-09";"";"";"United States";"Mobile";23;"Direct";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101930;"";"";"";"";"";"United States";"Mobile";24;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101931;"2025-01-01";"2025-02-01";"2025-01-02";"2025-01-03";"";"United Kingdom";"Desktop";37;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101932;"2025-10-12";"2025-10-12";"";"";"";"United States";"Mobile";34;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101933;"2024-11-01";"2024-11-05";"2024-06-11";"2024-09-11";"2024-12-11";"Australia";"Mobile";0;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Basic";29;11.23
101934;"2025-05-27";"2025-05-28";"2025-05-28";"";"";"United States";"Mobile";18;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.82
101935;"2025-05-13";"2025-05-17";"2025-05-17";"";"";"United States";"Desktop";43;"Direct";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101936;"2025-05-02";"";"";"";"";"Germany";"Mobile";23;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101937;"2024-10-11";"";"";"";"";"Unknown";"Tablet";22;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101938;"2025-01-20";"2025-01-20";"";"";"";"Germany";"Unknown";39;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101939;"";"";"";"";"";"Unknown";"Mobile";21;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101940;"2024-02-24";"2024-02-25";"";"";"";"Germany";"Desktop";16;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101941;"2025-04-12";"2025-12-07";"";"";"";"Germany";"Tablet";16;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101942;"2024-06-09";"2024-09-06";"";"";"";"United States";"Mobile";48;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101943;"2025-05-27";"2025-05-28";"2025-05-28";"";"";"Germany";"Mobile";0;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101944;"2025-07-28";"2025-08-01";"2025-05-08";"2025-08-05";"";"United Kingdom";"Desktop";33;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101945;"2025-11-04";"2025-11-05";"";"";"";"Germany";"Tablet";20;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;5.85
101946;"2024-08-13";"2024-08-17";"2024-08-20";"2024-08-23";"";"United Kingdom";"Tablet";31;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;6.06
101947;"2025-08-28";"2025-08-30";"2025-09-04";"2025-09-07";"";"Canada";"Desktop";40;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101948;"2025-06-02";"2025-02-09";"2025-02-14";"";"";"Australia";"Desktop";16;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101949;"2025-04-10";"2025-10-04";"2025-10-09";"2025-10-18";"2025-10-29";"United Kingdom";"Tablet";30;"Referral";"Yes";"Yes";"Yes";"Yes";"Yes";"No";"Basic";29;0.0
101950;"2024-08-11";"";"";"";"";"India";"Desktop";40;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101951;"2024-06-04";"2024-04-07";"";"";"";"United Kingdom";"Desktop";39;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101952;"2024-06-16";"";"";"";"";"Germany";"Desktop";21;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101953;"2025-11-04";"2025-11-05";"2025-11-10";"";"";"United States";"Mobile";26;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;4.37
101954;"2025-04-17";"2025-04-19";"";"";"";"Australia";"Desktop";40;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101955;"2024-08-29";"2024-09-02";"2024-09-03";"";"";"Germany";"Desktop";34;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101956;"2025-04-28";"2025-04-29";"2025-04-30";"";"";"Australia";"Mobile";37;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;6.09
101957;"2024-12-01";"";"";"";"";"United States";"Mobile";31;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101958;"2025-04-17";"2025-04-21";"2025-04-27";"";"";"United States";"Desktop";33;"Email Campaign";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;11.33
101959;"2024-10-31";"";"";"";"";"United States";"Mobile";32;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;4.29
101960;"2024-02-29";"2024-03-03";"2024-03-05";"";"";"United States";"Desktop";41;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101961;"2025-02-21";"2025-02-25";"2025-03-02";"";"";"United States";"Desktop";33;"Paid Ads";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;5.04
101962;"2025-07-08";"";"";"";"";"United States";"Desktop";24;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;6.75
101963;"2025-01-30";"2025-02-03";"2025-02-03";"";"";"United Kingdom";"Mobile";46;"Referral";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101964;"2024-02-24";"";"";"";"";"United States";"Mobile";38;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;1.76
101965;"2025-04-26";"2025-04-27";"";"";"";"Unknown";"Mobile";16;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101966;"2024-10-13";"2024-10-17";"";"";"";"Canada";"Tablet";0;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;11.02
101967;"2024-09-15";"";"";"";"";"United States";"Desktop";30;"Paid Ads";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101968;"2024-05-29";"2024-06-01";"2024-06-02";"2024-06-07";"";"United Kingdom";"Desktop";35;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101969;"2025-01-21";"";"";"";"";"Germany";"Mobile";35;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101970;"2025-08-06";"2025-08-06";"";"";"";"Canada";"Desktop";0;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101971;"2025-06-01";"2025-06-04";"2025-06-06";"2025-06-15";"";"Canada";"Desktop";26;"Organic Search";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
101972;"";"";"";"";"";"United States";"Mobile";18;"Social Media";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101973;"2025-10-10";"2025-10-11";"";"";"";"Canada";"Mobile";42;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;9.93
101974;"2025-01-04";"2025-01-07";"";"";"";"Canada";"Desktop";23;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101975;"2025-08-28";"2025-09-01";"";"";"";"United States";"Desktop";16;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101976;"2025-10-20";"2025-10-22";"";"";"";"Germany";"Desktop";27;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101977;"2024-11-10";"";"";"";"";"Germany";"Desktop";28;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101978;"2024-11-03";"";"";"";"";"United States";"Desktop";0;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101979;"2025-03-07";"2025-03-10";"2025-03-12";"";"";"Australia";"Mobile";28;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101980;"2024-06-15";"";"";"";"";"India";"Unknown";34;"Direct";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101981;"2024-06-21";"2024-06-25";"2024-06-25";"2024-06-26";"2024-06-29";"Germany";"Desktop";21;"Organic Search";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Enterprise";199;0.0
101982;"2025-05-13";"2025-05-16";"";"";"";"United States";"Desktop";0;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;8.8
101983;"2025-01-11";"2025-01-13";"2025-01-14";"";"";"United Kingdom";"Mobile";30;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101984;"2025-07-19";"2025-07-21";"2025-07-25";"";"";"Germany";"Mobile";41;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101985;"";"";"";"";"";"United States";"Mobile";30;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;2.98
101986;"2025-03-20";"2025-03-20";"";"";"";"United States";"Mobile";0;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101987;"2025-12-18";"2025-12-22";"";"";"";"Germany";"Desktop";48;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101988;"2025-07-29";"2025-07-31";"";"";"";"Germany";"Mobile";39;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.75
101989;"2024-04-14";"2024-04-14";"";"";"";"Canada";"Tablet";42;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101990;"2024-06-12";"2024-12-06";"2024-12-08";"";"";"United States";"Unknown";34;"Email Campaign";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101991;"2025-10-27";"2025-10-29";"";"";"";"United States";"Desktop";39;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101992;"";"";"";"";"";"United States";"Mobile";0;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101993;"2025-12-22";"2025-12-22";"";"";"";"India";"Mobile";21;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;15.7
101994;"";"";"";"";"";"United States";"Desktop";37;"Organic Search";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101995;"2025-12-11";"";"";"";"";"United States";"Tablet";35;"Organic Search";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101996;"2024-06-11";"2024-06-14";"";"";"";"India";"Tablet";39;"Social Media";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101997;"2024-12-10";"2024-12-14";"2024-12-18";"";"";"United States";"Tablet";30;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
101998;"2024-04-10";"2024-04-14";"";"";"";"India";"Desktop";29;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
101999;"2025-05-16";"";"";"";"";"United States";"Tablet";23;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
102000;"2025-08-25";"2025-08-29";"2025-09-02";"";"";"Germany";"Desktop";53;"Social Media";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
102001;"2024-07-30";"";"";"";"";"India";"Unknown";37;"Email Campaign";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;7.47
102002;"2025-06-10";"2025-06-14";"";"";"";"United Kingdom";"Desktop";39;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;13.28
102003;"2025-06-15";"2025-06-15";"";"";"";"India";"Desktop";40;"Email Campaign";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;20.71
102004;"2025-03-16";"2025-03-17";"";"";"";"United States";"Mobile";46;"Referral";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
102005;"2025-03-24";"2025-03-28";"2025-03-30";"2025-04-02";"";"United Kingdom";"Desktop";44;"Social Media";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;0.0
102006;"2024-11-12";"2024-11-12";"2024-11-18";"";"";"Canada";"Mobile";36;"Organic Search";"Yes";"Yes";"Yes";"No";"No";"Not Applicable";"Not Converted";0;0.0
102007;"2025-02-14";"2025-02-16";"";"";"";"United States";"Mobile";46;"Paid Ads";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;2.24
102008;"2025-08-17";"";"";"";"";"United States";"Desktop";31;"Social Media";"Yes";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
102009;"2024-03-08";"2024-04-08";"";"";"";"India";"Mobile";27;"Organic Search";"Yes";"Yes";"No";"No";"No";"Not Applicable";"Not Converted";0;0.0
102010;"";"";"";"";"";"India";"Desktop";17;"Paid Ads";"No";"No";"No";"No";"No";"Not Applicable";"Not Converted";0;15.37
102011;"2024-08-18";"2024-08-20";"2024-08-26";"2024-08-31";"2024-09-14";"Unknown";"Unknown";29;"Paid Ads";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Enterprise";199;10.22
102012;"2024-02-08";"2024-02-08";"2024-08-08";"2024-08-17";"";"United States";"Desktop";26;"Email Campaign";"Yes";"Yes";"Yes";"Yes";"No";"Not Applicable";"Not Converted";0;2.46
102013;"2025-11-08";"2025-11-10";"2025-10-11";"2025-11-16";"2025-11-19";"United Kingdom";"Desktop";36;"Social Media";"Yes";"Yes";"Yes";"Yes";"Yes";"Yes";"Basic";29;0.0
