user_id,signup_date_raw,acquisition_channel,country_raw,device_raw,age,marketing_spend,session_count,visited_site,signed_up,completed_onboarding,onboarding_date_raw,activated_core_feature,activation_date_raw,started_trial,trial_start_date_raw,converted_to_paid,conversion_date_raw,plan_type,active_after_30_days
105791,05-03-2024,Social Media,United States,desktop,24,0,4,Yes,Yes,Yes,09-03-2024,Yes,13-03-2024,No,,No,,,
103706,02-07-2024,Organic Search,United States,mobile,35,0,2,Yes,Yes,Yes,10-02-2024,Yes,"Feb 14, 2024",No,,No,,Basic,
104050,,Social Media,India,DESKTOP,41,0,3,Yes,No,No,,No,,No,,No,,Basic,
106116,05/15/2024,Referral,United States,Mobile,27,0,,Yes,Yes,Yes,17-05-2024,No,,No,,No,,,
100270,19-10-2025,Social Media,U.S.A,Mobile Phone,25,0,3,Yes,Yes,Yes,19-10-2025,Yes,21-10-2025,No,,No,,Basic,
103863,03-08-2025,Email Campaign,United States,,29,25.44,4,Yes,Yes,Yes,"Aug 04, 2025",Yes,04-08-2025,Yes,05-08-2025,Yes,10-08-2025,Basic,Yes
103204,13-07-2025,Email Campaign,us,Mobile Phone,36,22.18,4,Yes,Yes,No,,No,,No,,No,,Basic,
101244,,Paid Ads,USA,mobile,40,4.85,8,Yes,No,No,,No,,No,,No,,Pro,
104978,08-12-2025,Organic Search,uk,DESKTOP,27,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
101368,07-10-2024,Paid Ads,Aus,Mobile Phone,32,25.19,6,Yes,Yes,Yes,10-09-2024,Yes,"Oct 12, 2024",No,,No,,Basic,
102058,04-05-2025,Organic Search,Aus,DESKTOP,28,0,6,Yes,Yes,Yes,05-04-2025,Yes,10-05-2025,No,,No,,Basic,
104327,"Mar 12, 2024",Social Media,germany,Desktop,16,0,3,Yes,Yes,Yes,14-03-2024,Yes,03/16/2024,Yes,19-03-2024,No,,Pro,
104278,"Aug 17, 2024",Email Campaign,Australia,Mobile,46,12.09,4,Yes,Yes,Yes,20-08-2024,No,,No,,No,,Pro,
102188,25-10-2025,Organic Search,UK,phone,35,0,4,Yes,Yes,Yes,27-10-2025,Yes,01-11-2025,Yes,03-11-2025,No,,Pro,
105099,"May 14, 2025",Organic Search,U.S.A,tablet,42,0,-1,Yes,Yes,Yes,16-05-2025,No,,No,,No,,Basic,
102346,10/15/2024,Email Campaign,IN,desktop,40,0.42,4,Yes,Yes,Yes,18-10-2024,No,,No,,No,,Pro,
107003,28-06-2024,Social Media,U.K.,desktop,30,0,6,Yes,Yes,Yes,"Jul 02, 2024",Yes,"Jul 05, 2024",No,,No,,Basic,
107175,,Organic Search,Deutschland,,22,0,-1,Yes,No,No,,No,,No,,No,,Enterprise,
103662,24-02-2024,Paid Ads,IND,Mobile,37,6.88,5,Yes,Yes,No,,No,,No,,No,,Pro,
105914,"Jan 09, 2025",Email Campaign,Aus,Mobile,37,9.05,4,Yes,Yes,No,,No,,No,,No,,Basic,
102350,"Sep 02, 2024",Social Media,us,MOBILE,35,0,7,Yes,Yes,Yes,02-09-2024,No,,No,,No,,Basic,
102946,18-07-2025,Paid Ads,U.S.A,phone,31,5.26,6,Yes,Yes,No,,No,,No,,No,,Pro,
106738,23-10-2024,Social Media,DE,PC,24,0,5,Yes,Yes,No,,No,,No,,No,,Pro,
100279,11-05-2025,Referral,USA,Desktop,34,0,6,Yes,Yes,No,,No,,No,,No,,Basic,
104886,09-07-2025,Paid Ads,germany,Desk top,22,14.81,4,Yes,Yes,No,,No,,No,,No,,Basic,
102816,06/25/2024,Organic Search,U.S.A,mobile,31,0,3,Yes,Yes,Yes,"Jun 26, 2024",Yes,02-07-2024,No,,No,,Basic,
101774,06/17/2025,Social Media,,Mobile,24,0,4,Yes,Yes,Yes,19-06-2025,No,,No,,No,,Pro,
104335,14-02-2025,Social Media,Canada,phone,44,0,4,Yes,Yes,Yes,17-02-2025,No,,No,,No,,Basic,
103284,11-04-2025,Direct,India,tablet,48,0,3,Yes,Yes,Yes,04-11-2025,Yes,"Apr 17, 2025",No,,No,,Basic,
100382,13-08-2024,Social Media,AU,desktop,26,0,4,Yes,Yes,Yes,14-08-2024,No,,No,,No,,Basic,
105686,16-10-2025,Paid Ads,australia,MOBILE,37,5.41,6,Yes,Yes,Yes,10/19/2025,Yes,10/19/2025,Yes,21-10-2025,Yes,10/26/2025,Pro,Yes
102262,05-02-2025,Social Media,us,Desktop,,0,8,Yes,Yes,Yes,"Feb 07, 2025",No,,No,,No,,Basic,
104729,20-05-2025,Paid Ads,USA,desktop,29,16.72,5,Yes,Yes,Yes,24-05-2025,Yes,05/24/2025,No,,No,,Basic,
104946,,Organic Search,Canada,Mobile Phone,33,0,4,Yes,No,No,,No,,No,,No,,Basic,
106260,"Apr 25, 2025",Paid Ads,America,PC,31,,2,Yes,Yes,Yes,25-04-2025,Yes,30-04-2025,No,,No,,Basic,
100798,,Organic Search,DE,phone,30,0,6,Yes,No,No,,No,,No,,No,,Basic,
100184,"Feb 21, 2025",Paid Ads,United States,Mobile,36,6.65,4,Yes,Yes,No,,No,,No,,No,,Pro,
106326,,Social Media,United States,desktop,43,0,1,Yes,No,No,,No,,No,,No,,Enterprise,
100236,07-06-2024,Organic Search,canada,mobile,41,0,7,Yes,Yes,No,,No,,No,,No,,Basic,
104757,13-07-2025,Paid Ads,IN,Mobile,23,10.6,5,Yes,Yes,Yes,17-07-2025,Yes,"Jul 20, 2025",Yes,29-07-2025,No,,Basic,
100201,"Sep 19, 2024",Paid Ads,IN,MOBILE,33,4.29,5,Yes,Yes,Yes,"Sep 19, 2024",Yes,22-09-2024,Yes,22-09-2024,No,,Pro,
100654,23-03-2025,Organic Search,india,Mobile Phone,,0,7,Yes,Yes,No,,No,,No,,No,,Enterprise,
100222,,Organic Search,USA,desktop,24,0,9,Yes,No,No,,No,,No,,No,,Basic,
105660,14-11-2024,Direct,England,DESKTOP,28,0,4,Yes,Yes,Yes,11/15/2024,Yes,21-11-2024,No,,No,,Basic,
105171,02-01-2024,Paid Ads,USA,Mobile,23,,-1,Yes,Yes,No,,No,,No,,No,,Basic,
104059,04/18/2025,Email Campaign,India,,31,6.73,9,Yes,Yes,No,,No,,No,,No,,Basic,
106835,25-08-2025,Referral,United states,desktop,34,0,2,Yes,Yes,Yes,27-08-2025,Yes,29-08-2025,Yes,04-09-2025,No,,Enterprise,
106490,05-12-2025,Paid Ads,Deutschland,,33,8.43,7,Yes,Yes,No,,No,,No,,No,,Basic,
103001,03/30/2025,Direct,United States,DESKTOP,47,0,8,Yes,Yes,Yes,01-04-2025,Yes,04-01-2025,Yes,09-04-2025,No,,Pro,
100688,16-08-2024,Organic Search,uk,Mobile,35,0,4,Yes,Yes,No,,No,,No,,No,,Basic,
104227,01-08-2024,Organic Search,AU,Mobile Phone,24,0,5,Yes,Yes,No,,No,,No,,No,,Enterprise,
105692,,Organic Search,canada,Desk top,33,0,6,Yes,No,No,,No,,No,,No,,Basic,
103664,23-05-2025,Referral,United States,mobile,,0,5,Yes,Yes,Yes,25-05-2025,Yes,05/25/2025,Yes,"May 26, 2025",No,,Pro,
103680,"Nov 27, 2025",Email Campaign,India,mobile,39,5.43,4,Yes,Yes,Yes,"Nov 27, 2025",Yes,27-11-2025,Yes,"Dec 05, 2025",Yes,12-06-2025,Basic,Yes
102807,"Jul 11, 2025",Paid Ads,us,,30,12.96,5,Yes,Yes,Yes,12-07-2025,Yes,13-07-2025,No,,No,,Basic,
104625,05/29/2025,Paid Ads,IND,Desktop,25,5.04,3,Yes,Yes,Yes,"May 29, 2025",Yes,05/30/2025,Yes,05-06-2025,Yes,14-06-2025,Basic,Yes
103493,30-01-2025,Paid Ads,Canada,Mobile,47,0.44,5,Yes,Yes,Yes,31-01-2025,No,,No,,No,,Enterprise,
105806,08/25/2024,Social Media,USA,desktop,,0,5,Yes,Yes,Yes,"Aug 27, 2024",Yes,"Sep 02, 2024",Yes,02-09-2024,Yes,11-09-2024,Pro,No
104991,09/13/2025,Referral,United states,PC,35,0,2,Yes,Yes,No,,No,,No,,No,,Basic,
101346,,Email Campaign,America,PC,33,3.98,5,Yes,No,No,,No,,No,,No,,Basic,
102721,27-02-2025,Organic Search,U.S.A,PC,32,0,4,Yes,Yes,Yes,27-02-2025,Yes,03-03-2025,Yes,07-03-2025,Yes,12-03-2025,Pro,Yes
104293,,Paid Ads,india,mobile,35,0.73,4,Yes,No,No,,No,,No,,No,,Basic,
101548,16-10-2024,Paid Ads,uk,,29,13.71,4,Yes,Yes,No,,No,,No,,No,,Basic,
106089,"Mar 27, 2025",Paid Ads,australia,tablet,32,12.13,6,Yes,Yes,Yes,"Mar 28, 2025",No,,No,,No,,Pro,
101843,15-04-2024,Direct,Australia,PC,35,0,6,Yes,Yes,No,,No,,No,,No,,Pro,
104176,04-03-2025,Organic Search,Deutschland,,25,0,4,Yes,Yes,No,,No,,No,,No,,,
104921,09/13/2025,Organic Search,U.S.A,phone,21,0,6,Yes,Yes,Yes,14-09-2025,Yes,16-09-2025,No,,No,,Enterprise,
105312,12/17/2024,Organic Search,australia,MOBILE,31,0,-1,Yes,Yes,No,,No,,No,,No,,Basic,
104847,23-12-2025,Email Campaign,United States,desktop,30,15.44,5,Yes,Yes,Yes,12/24/2025,Yes,27-12-2025,No,,No,,Basic,
105106,,Social Media,USA,Desktop,48,0,6,Yes,No,No,,No,,No,,No,,Pro,
104249,11-04-2025,Organic Search,U.S.A,desktop,44,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
103238,03/21/2024,Paid Ads,germany,Mobile Phone,47,3.25,6,Yes,Yes,Yes,03/25/2024,Yes,27-03-2024,Yes,04-02-2024,No,,Pro,
105536,06/29/2025,Referral,AU,DESKTOP,18,0,4,Yes,Yes,Yes,29-06-2025,Yes,29-06-2025,Yes,"Jul 06, 2025",No,,Basic,
103583,"Oct 01, 2024",Paid Ads,America,MOBILE,20,,5,Yes,Yes,Yes,"Oct 02, 2024",No,,No,,No,,Basic,
104508,16-08-2024,Paid Ads,United states,desktop,52,8.53,2,Yes,Yes,No,,No,,No,,No,,Pro,
104705,09/18/2024,Direct,uk,Desktop,41,0,5,Yes,Yes,Yes,19-09-2024,No,,No,,No,,,
103688,07-05-2024,Paid Ads,United Kingdom,mobile,24,3.13,6,Yes,Yes,Yes,"May 11, 2024",Yes,"May 16, 2024",Yes,24-05-2024,No,,Basic,
100383,"Sep 10, 2025",Social Media,Australia,PC,17,0,5,Yes,Yes,No,,No,,No,,No,,Enterprise,
104237,,Email Campaign,Australia,Mobile,33,4.65,3,Yes,No,No,,No,,No,,No,,Pro,
102680,"Sep 04, 2024",Social Media,United States,DESKTOP,48,0,5,Yes,Yes,Yes,04-09-2024,No,,No,,No,,Enterprise,
105500,05/31/2025,Organic Search,United states,phone,33,0,6,Yes,Yes,Yes,"Jun 04, 2025",No,,No,,No,,Basic,
104317,"Mar 07, 2025",Social Media,canada,DESKTOP,39,0,3,Yes,Yes,No,,No,,No,,No,,Pro,
101794,09-10-2024,Organic Search,United Kingdom,Mobile,29,0,7,Yes,Yes,Yes,10-10-2024,Yes,11-10-2024,Yes,10/17/2024,Yes,24-10-2024,Enterprise,No
101372,02-10-2025,Paid Ads,America,mobile,33,2.2,2,Yes,Yes,Yes,12-02-2025,Yes,13-02-2025,Yes,14-02-2025,Yes,"Feb 15, 2025",Basic,No
101080,08-03-2025,Social Media,germany,phone,50,0,5,Yes,Yes,Yes,"Mar 09, 2025",No,,No,,No,,Basic,
101186,"Nov 22, 2024",Social Media,us,phone,27,0,4,Yes,Yes,Yes,25-11-2024,Yes,11/26/2024,No,,No,,Basic,
101857,11-09-2024,Referral,U.S.A,Mobile,31,0,5,Yes,Yes,No,,No,,No,,No,,Basic,
106180,"Mar 13, 2024",Referral,us,Desktop,24,0,3,Yes,Yes,No,,No,,No,,No,,Enterprise,
105263,20-05-2025,Direct,canada,phone,24,0,7,Yes,Yes,Yes,23-05-2025,Yes,05/23/2025,Yes,"May 27, 2025",Yes,09-06-2025,Basic,Yes
102125,08-09-2024,Paid Ads,USA,desktop,43,3.73,4,Yes,Yes,Yes,"Sep 08, 2024",Yes,09-12-2024,Yes,09/13/2024,Yes,"Sep 18, 2024",Basic,No
100701,"Oct 05, 2025",Direct,United states,,16,0,6,Yes,Yes,Yes,08-10-2025,Yes,10-10-2025,Yes,11-10-2025,No,,Basic,
100987,09-04-2024,Organic Search,Deutschland,DESKTOP,36,0,7,Yes,Yes,No,,No,,No,,No,,Pro,
102714,22-03-2025,Social Media,AU,Mobile Phone,16,0,5,Yes,Yes,Yes,22-03-2025,Yes,28-03-2025,Yes,05-04-2025,No,,Pro,
101545,,Direct,U.S.A,PC,21,0,6,Yes,No,No,,No,,No,,No,,,
100681,23-08-2024,Email Campaign,IND,DESKTOP,16,13.83,3,Yes,Yes,No,,No,,No,,No,,Pro,
100052,05-08-2024,Email Campaign,IND,iPad,30,4.76,5,Yes,Yes,Yes,07-08-2024,Yes,08-08-2024,Yes,16-08-2024,Yes,17-08-2024,Pro,No
105789,24-07-2025,Organic Search,United States,Desktop,24,0,3,Yes,Yes,No,,No,,No,,No,,Basic,
103475,17-11-2025,Paid Ads,India,Desktop,16,13.92,3,Yes,Yes,Yes,21-11-2025,No,,No,,No,,Basic,
101181,"Jan 30, 2025",Organic Search,United States,Desktop,35,0,4,Yes,Yes,No,,No,,No,,No,,Basic,
105993,,Social Media,Germany,Mobile Phone,36,0,3,Yes,No,No,,No,,No,,No,,Basic,
100977,11-08-2024,Paid Ads,uk,Desktop,24,12.03,5,Yes,Yes,Yes,"Nov 12, 2024",Yes,15-11-2024,Yes,20-11-2024,No,,Pro,
105492,,Organic Search,Germany,Mobile Phone,40,,3,Yes,No,No,,No,,No,,No,,Pro,
105375,16-11-2025,Email Campaign,USA,tablet,16,9.11,4,Yes,Yes,Yes,16-11-2025,No,,No,,No,,Basic,
106196,30-05-2025,Paid Ads,U.K.,phone,,2.69,4,Yes,Yes,Yes,02-06-2025,Yes,08-06-2025,Yes,"Jun 10, 2025",No,,Basic,
104144,12-11-2024,Paid Ads,us,mobile,47,,2,Yes,Yes,No,,No,,No,,No,,Enterprise,
102824,25-03-2025,Paid Ads,Germany,iPad,16,5.65,,Yes,Yes,Yes,03/25/2025,Yes,29-03-2025,No,,No,,Pro,
105001,,Referral,australia,TABLET,33,0,5,Yes,No,No,,No,,No,,No,,Pro,
101204,03-12-2024,Social Media,USA,Desktop,28,0,4,Yes,Yes,Yes,03-12-2024,Yes,04-12-2024,No,,No,,Enterprise,
105987,17-10-2025,Organic Search,canada,Mobile,32,0,7,Yes,Yes,Yes,"Oct 17, 2025",No,,No,,No,,Pro,
102589,01/14/2025,Organic Search,U.K.,desktop,51,0,3,Yes,Yes,No,,No,,No,,No,,Pro,
106576,30-01-2025,Email Campaign,U.K.,Mobile,30,6.95,4,Yes,Yes,Yes,03-02-2025,No,,No,,No,,Enterprise,
106229,29-07-2024,Direct,UK,desktop,16,0,3,Yes,Yes,Yes,29-07-2024,Yes,07/29/2024,No,,No,,Basic,
104743,"May 31, 2025",Paid Ads,India,Tablet,46,12.2,6,Yes,Yes,Yes,04-06-2025,Yes,04-06-2025,Yes,09-06-2025,No,,Basic,
101203,12-05-2025,Paid Ads,UK,Desktop,39,3.3,4,Yes,Yes,Yes,05/16/2025,Yes,18-05-2025,No,,No,,Basic,
103850,28-08-2024,Social Media,IN,DESKTOP,33,0,6,Yes,Yes,Yes,30-08-2024,Yes,04-09-2024,Yes,06-09-2024,No,,Pro,
103286,17-08-2024,Organic Search,Germany,DESKTOP,38,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
100104,"May 31, 2024",Email Campaign,United States,phone,23,8.94,7,Yes,Yes,Yes,06-03-2024,Yes,05-06-2024,Yes,13-06-2024,Yes,27-06-2024,Basic,Yes
101872,,Email Campaign,uk,phone,36,23.97,2,Yes,No,No,,No,,No,,No,,Basic,
103428,14-08-2025,Social Media,Aus,DESKTOP,36,0,-1,Yes,Yes,Yes,18-08-2025,No,,No,,No,,Enterprise,
100179,"Aug 03, 2024",Organic Search,canada,PC,32,0,5,Yes,Yes,Yes,"Aug 04, 2024",No,,No,,No,,Pro,
101526,05/30/2024,Paid Ads,Aus,Desk top,31,12.15,7,Yes,Yes,Yes,"May 31, 2024",No,,No,,No,,Basic,
105562,07-07-2025,Direct,Aus,Desktop,28,0,3,Yes,Yes,Yes,08-07-2025,Yes,"Jul 12, 2025",Yes,07/17/2025,No,,,
106744,"May 18, 2025",Direct,IND,PC,25,0,5,Yes,Yes,Yes,19-05-2025,No,,No,,No,,Basic,
106683,21-10-2025,Organic Search,America,Desk top,22,0,3,Yes,Yes,No,,No,,No,,No,,Pro,
101934,27-05-2025,Paid Ads,U.S.A,MOBILE,18,0.82,5,Yes,Yes,Yes,28-05-2025,Yes,05/28/2025,No,,No,,Pro,
100962,07/31/2025,Paid Ads,U.K.,phone,41,19.22,3,Yes,Yes,No,,No,,No,,No,,Pro,
106828,,Paid Ads,DE,desktop,35,20.73,7,Yes,No,No,,No,,No,,No,,Basic,
106058,14-09-2025,Paid Ads,IN,mobile,37,2.68,4,Yes,Yes,No,,No,,No,,No,,Pro,
103168,01/24/2024,Referral,Germany,iPad,29,0,8,Yes,Yes,Yes,25-01-2024,Yes,01/30/2024,Yes,"Jan 30, 2024",Yes,07-02-2024,Basic,Yes
106231,07-02-2025,Direct,canada,DESKTOP,18,0,6,Yes,Yes,Yes,08-02-2025,Yes,13-02-2025,No,,No,,Enterprise,
100863,"Dec 08, 2024",Paid Ads,United States,desktop,47,16.2,6,Yes,Yes,Yes,12-12-2024,Yes,17-12-2024,Yes,"Dec 21, 2024",No,,Basic,
102986,10-10-2025,Direct,uk,Mobile,16,0,3,Yes,Yes,Yes,10-11-2025,Yes,12-10-2025,No,,No,,Pro,
102945,16-08-2024,Social Media,australia,Desktop,24,0,3,Yes,Yes,Yes,19-08-2024,Yes,20-08-2024,No,,No,,Pro,
100929,"May 06, 2024",Referral,America,Desk top,39,0,4,Yes,Yes,Yes,06-05-2024,Yes,07-05-2024,Yes,"May 16, 2024",Yes,05/20/2024,Basic,Yes
101175,"Feb 29, 2024",Email Campaign,Canada,Desk top,16,4.73,6,Yes,Yes,Yes,02-03-2024,No,,No,,No,,Basic,
105015,11/13/2025,Organic Search,America,,29,0,3,Yes,Yes,Yes,14-11-2025,No,,No,,No,,Basic,
104828,,Social Media,UK,desktop,21,0,7,Yes,No,No,,No,,No,,No,,Pro,
103996,06-07-2025,Organic Search,india,,34,0,3,Yes,Yes,No,,No,,No,,No,,Enterprise,
103673,07-08-2024,Paid Ads,IND,PC,25,2.08,6,Yes,Yes,Yes,11-08-2024,Yes,08/17/2024,No,,No,,Pro,
102649,18-04-2024,Email Campaign,canada,desktop,25,4.8,3,Yes,Yes,Yes,04/19/2024,Yes,19-04-2024,Yes,21-04-2024,No,,Basic,
102630,20-03-2025,Email Campaign,IN,MOBILE,26,16.33,5,Yes,Yes,Yes,03/23/2025,Yes,28-03-2025,Yes,06-04-2025,No,,Pro,
105473,08-07-2024,Social Media,Germany,phone,19,0,3,Yes,Yes,Yes,07-12-2024,Yes,14-07-2024,No,,No,,Pro,
100758,,Organic Search,India,phone,32,0,6,Yes,No,No,,No,,No,,No,,Pro,
101309,10-11-2024,Paid Ads,CA,DESKTOP,43,4.58,4,Yes,Yes,No,,No,,No,,No,,Basic,
104588,,Email Campaign,England,desktop,27,6.32,7,Yes,No,No,,No,,No,,No,,Basic,
106482,"Nov 03, 2025",Organic Search,Germany,Mobile,31,0,6,Yes,Yes,Yes,06-11-2025,Yes,07-11-2025,Yes,"Nov 13, 2025",Yes,23-11-2025,Basic,Yes
104283,01-03-2024,Organic Search,USA,Mobile,38,0,3,Yes,Yes,Yes,03-03-2024,No,,No,,No,,Basic,
104721,21-06-2025,Organic Search,germany,PC,50,0,1,Yes,Yes,Yes,22-06-2025,Yes,"Jun 26, 2025",No,,No,,Basic,
101292,16-02-2025,Direct,UK,MOBILE,27,0,,Yes,Yes,Yes,02/18/2025,No,,No,,No,,Pro,
100251,10/31/2024,Direct,AU,mobile,43,0,6,Yes,Yes,Yes,31-10-2024,Yes,"Nov 05, 2024",Yes,08-11-2024,Yes,"Nov 21, 2024",Basic,No
106815,"Mar 14, 2025",Social Media,Can.,Mobile,33,0,3,Yes,Yes,No,,No,,No,,No,,Pro,
103613,03-05-2025,Referral,United states,mobile,19,0,3,Yes,Yes,Yes,09-03-2025,Yes,12-03-2025,No,,No,,,
102854,04-09-2024,Email Campaign,America,PC,31,7.52,6,Yes,Yes,No,,No,,No,,No,,Pro,
101991,27-10-2025,Social Media,U.S.A,PC,39,0,8,Yes,Yes,Yes,"Oct 29, 2025",No,,No,,No,,Basic,
105447,23-07-2024,Organic Search,canada,Mobile Phone,34,0,4,Yes,Yes,Yes,25-07-2024,No,,No,,No,,Pro,
101700,,Organic Search,CA,MOBILE,30,0,3,Yes,No,No,,No,,No,,No,,Basic,
105896,11/16/2025,Social Media,U.S.A,,17,0,4,Yes,Yes,No,,No,,No,,No,,Basic,
100541,10-10-2025,Email Campaign,CA,mobile,25,16.28,3,Yes,Yes,Yes,12-10-2025,Yes,10/14/2025,No,,No,,Basic,
102566,15-10-2025,Email Campaign,America,mobile,25,10.7,2,Yes,Yes,No,,No,,No,,No,,Basic,
103944,"Jan 27, 2025",Organic Search,India,tablet,18,0,2,Yes,Yes,Yes,31-01-2025,Yes,06-02-2025,Yes,"Feb 13, 2025",No,,Pro,
105105,27-01-2025,Organic Search,us,Mobile,28,0,7,Yes,Yes,Yes,01/31/2025,Yes,01-02-2025,No,,No,,Pro,
106502,01/30/2025,Referral,india,iPad,29,0,7,Yes,Yes,No,,No,,No,,No,,Enterprise,
104993,04-08-2025,Paid Ads,IN,phone,46,5.51,4,Yes,Yes,No,,No,,No,,No,,Pro,
102464,"Sep 11, 2024",Social Media,CA,mobile,21,0,4,Yes,Yes,Yes,"Sep 12, 2024",Yes,09/16/2024,No,,No,,,
101310,28-02-2025,Social Media,America,desktop,40,0,7,Yes,Yes,Yes,03-02-2025,Yes,05-03-2025,Yes,10-03-2025,No,,Enterprise,
105640,26-08-2025,Email Campaign,CA,Desk top,21,15.34,-1,Yes,Yes,Yes,08/29/2025,No,,No,,No,,Basic,
102511,01-11-2024,Referral,U.S.A,Desktop,31,0,11,Yes,Yes,Yes,04-11-2024,Yes,08-11-2024,No,,No,,Basic,
100311,13-07-2024,Organic Search,Aus,MOBILE,27,0,4,Yes,Yes,No,,No,,No,,No,,Basic,
100206,12-01-2024,Organic Search,United States,,32,0,6,Yes,Yes,No,,No,,No,,No,,Enterprise,
105285,"May 01, 2025",Social Media,DE,phone,34,0,4,Yes,Yes,Yes,01-05-2025,Yes,03-05-2025,Yes,05-09-2025,No,,Basic,
100852,"Aug 21, 2024",Email Campaign,UK,DESKTOP,26,9.57,6,Yes,Yes,Yes,21-08-2024,Yes,08/21/2024,Yes,"Aug 28, 2024",No,,Basic,
105730,18-10-2024,Organic Search,Canada,Mobile,26,,3,Yes,Yes,No,,No,,No,,No,,Basic,
103257,31-03-2024,Organic Search,England,MOBILE,44,0,-1,Yes,Yes,Yes,31-03-2024,Yes,03-04-2024,No,,No,,Pro,
105140,27-01-2025,Paid Ads,CA,TABLET,26,2.77,6,Yes,Yes,Yes,"Jan 27, 2025",Yes,31-01-2025,Yes,07-02-2025,No,,Enterprise,
100721,01/27/2025,Organic Search,IND,Tab,27,0,9,Yes,Yes,Yes,28-01-2025,No,,No,,No,,,
102608,03-08-2025,Email Campaign,United States,desktop,30,3.38,6,Yes,Yes,Yes,03-08-2025,No,,No,,No,,Enterprise,
100670,09-01-2025,Paid Ads,United states,PC,37,26.27,4,Yes,Yes,No,,No,,No,,No,,Pro,
103262,16-05-2024,Organic Search,CA,desktop,28,0,4,Yes,Yes,Yes,19-05-2024,Yes,20-05-2024,Yes,24-05-2024,Yes,05/30/2024,Basic,Yes
100402,,Organic Search,canada,desktop,18,0,8,Yes,No,No,,No,,No,,No,,Basic,
103032,25-01-2025,Paid Ads,USA,PC,37,20.39,8,Yes,Yes,Yes,"Jan 27, 2025",Yes,29-01-2025,Yes,01-02-2025,No,,Basic,
104700,13-05-2025,Referral,Germany,Desktop,39,0,5,Yes,Yes,Yes,17-05-2025,Yes,"May 23, 2025",Yes,25-05-2025,No,,Pro,
102928,28-05-2025,Organic Search,U.K.,Desk top,23,0,7,Yes,Yes,Yes,"May 29, 2025",Yes,30-05-2025,Yes,31-05-2025,Yes,"Jun 06, 2025",Enterprise,No
100222,,Organic Search,USA,desktop,24,0,9,Yes,No,No,,No,,No,,No,,Basic,
105268,05/26/2025,Direct,,Desktop,,0,7,Yes,Yes,Yes,05/27/2025,Yes,02-06-2025,No,,No,,Basic,
106234,29-06-2025,Referral,India,DESKTOP,20,0,4,Yes,Yes,Yes,02-07-2025,No,,No,,No,,Basic,
102493,,Paid Ads,United Kingdom,Desktop,39,13.63,7,Yes,No,No,,No,,No,,No,,Basic,
104626,29-07-2024,Paid Ads,AU,Desktop,30,6.51,4,Yes,Yes,No,,No,,No,,No,,Pro,
106048,11/23/2025,Direct,UK,Mobile Phone,35,0,6,Yes,Yes,Yes,24-11-2025,Yes,"Nov 26, 2025",Yes,02-12-2025,No,,Enterprise,
105714,06-07-2025,Paid Ads,United Kingdom,DESKTOP,19,,4,Yes,Yes,Yes,11-06-2025,Yes,06/14/2025,No,,No,,Basic,
105224,23-10-2025,Direct,uk,PC,33,0,4,Yes,Yes,Yes,23-10-2025,Yes,"Oct 23, 2025",Yes,"Oct 28, 2025",No,,Basic,
107030,"Apr 10, 2025",Referral,us,phone,43,0,1,Yes,Yes,Yes,04-12-2025,No,,No,,No,,Enterprise,
106666,16-09-2024,Organic Search,United States,tablet,27,0,5,Yes,Yes,No,,No,,No,,No,,Pro,
103465,26-04-2025,Social Media,IN,Mobile Phone,28,0,4,Yes,Yes,Yes,04/29/2025,Yes,05-01-2025,Yes,02-05-2025,No,,Basic,
106338,,Organic Search,CA,Mobile,42,0,5,Yes,No,No,,No,,No,,No,,Basic,
106697,"Nov 10, 2024",Referral,U.S.A,,28,,5,Yes,Yes,No,,No,,No,,No,,Basic,
102622,27-03-2024,Email Campaign,UK,Desktop,24,11.72,4,Yes,Yes,Yes,03/30/2024,Yes,04-04-2024,Yes,09-04-2024,Yes,23-04-2024,Pro,No
106314,22-07-2024,Referral,UK,DESKTOP,50,0,4,Yes,Yes,Yes,25-07-2024,Yes,"Jul 29, 2024",Yes,"Jul 30, 2024",No,,Basic,
103079,"Feb 19, 2025",Organic Search,United States,phone,42,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
106685,05/18/2025,Organic Search,india,mobile,48,0,5,Yes,Yes,Yes,05/20/2025,Yes,22-05-2025,No,,No,,Enterprise,
104473,,Email Campaign,United States,mobile,42,8.63,7,Yes,No,No,,No,,No,,No,,Pro,
102251,"Aug 11, 2025",Organic Search,U.S.A,MOBILE,36,0,6,Yes,Yes,Yes,15-08-2025,Yes,"Aug 17, 2025",Yes,26-08-2025,No,,Basic,
104230,"Mar 26, 2024",Referral,Deutschland,mobile,42,0,7,Yes,Yes,Yes,28-03-2024,No,,No,,No,,Pro,
102195,"Mar 07, 2024",Organic Search,USA,phone,36,0,4,Yes,Yes,No,,No,,No,,No,,Pro,
102652,30-05-2024,Referral,Germany,mobile,22,0,6,Yes,Yes,No,,No,,No,,No,,Basic,
106724,06-05-2024,Paid Ads,,DESKTOP,27,5.12,4,Yes,Yes,No,,No,,No,,No,,Pro,
101977,10-11-2024,Organic Search,Germany,Desktop,28,0,6,Yes,Yes,No,,No,,No,,No,,Basic,
